Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize
read_SC,1421,70,32212254,22548577,24,3072,128
collect_SC,553,70,32212254,22548577,24,3072,128
spill_SC,3670,70,32212254,22548577,24,3072,128
merge_SC,2114,70,32212254,22548577,24,3072,128
read_SC,1361,70,32212254,22548577,24,3072,128
collect_SC,587,70,32212254,22548577,24,3072,128
spill_SC,3686,70,32212254,22548577,24,3072,128
merge_SC,2105,70,32212254,22548577,24,3072,128
read_SC,1323,70,32212254,22548577,24,3072,128
collect_SC,525,70,32212254,22548577,24,3072,128
spill_SC,3695,70,32212254,22548577,24,3072,128
merge_SC,2140,70,32212254,22548577,24,3072,128
read_SC,1439,70,32212254,22548577,24,3072,128
collect_SC,563,70,32212254,22548577,24,3072,128
spill_SC,4145,70,32212254,22548577,24,3072,128
merge_SC,2118,70,32212254,22548577,24,3072,128
read_SC,1348,70,32212254,22548577,24,3072,128
collect_SC,577,70,32212254,22548577,24,3072,128
spill_SC,3791,70,32212254,22548577,24,3072,128
merge_SC,2090,70,32212254,22548577,24,3072,128
read_SC,1383,70,32212254,22548577,24,3072,128
collect_SC,566,70,32212254,22548577,24,3072,128
spill_SC,3907,70,32212254,22548577,24,3072,128
merge_SC,2887,70,32212254,22548577,24,3072,128
read_SC,1459,70,32212254,22548577,24,3072,128
collect_SC,602,70,32212254,22548577,24,3072,128
spill_SC,3767,70,32212254,22548577,24,3072,128
merge_SC,2119,70,32212254,22548577,24,3072,128
write_SC,2446,70,32212254,22548577,24,3072,128
shuffle_SC,6784,70,32212254,22548577,24,3072,128
read_SC,1359,70,32212254,22548577,24,3072,128
collect_SC,568,70,32212254,22548577,24,3072,128
spill_SC,3851,70,32212254,22548577,24,3072,128
merge_SC,2118,70,32212254,22548577,24,3072,128
write_SC,3966,70,32212254,22548577,24,3072,128
shuffle_SC,6935,70,32212254,22548577,24,3072,128
write_SC,3375,70,32212254,22548577,24,3072,128
shuffle_SC,6183,70,32212254,22548577,24,3072,128
write_SC,3220,70,32212254,22548577,24,3072,128
shuffle_SC,6159,70,32212254,22548577,24,3072,128
read_SC,1374,70,32212254,22548577,24,3072,128
collect_SC,542,70,32212254,22548577,24,3072,128
spill_SC,3684,70,32212254,22548577,24,3072,128
merge_SC,2096,70,32212254,22548577,24,3072,128
read_SC,1333,70,32212254,22548577,24,3072,128
collect_SC,423,70,32212254,22548577,24,3072,128
spill_SC,4290,70,32212254,22548577,24,3072,128
merge_SC,2099,70,32212254,22548577,24,3072,128
read_SC,1277,70,32212254,22548577,24,3072,128
collect_SC,612,70,32212254,22548577,24,3072,128
spill_SC,3694,70,32212254,22548577,24,3072,128
merge_SC,2071,70,32212254,22548577,24,3072,128
read_SC,1405,70,32212254,22548577,24,3072,128
collect_SC,533,70,32212254,22548577,24,3072,128
spill_SC,3678,70,32212254,22548577,24,3072,128
merge_SC,2167,70,32212254,22548577,24,3072,128
read_SC,1297,70,32212254,22548577,24,3072,128
collect_SC,538,70,32212254,22548577,24,3072,128
spill_SC,3904,70,32212254,22548577,24,3072,128
merge_SC,2119,70,32212254,22548577,24,3072,128
write_SC,2246,70,32212254,22548577,24,3072,128
shuffle_SC,70586,70,32212254,22548577,24,3072,128
read_SC,1431,70,32212254,22548577,24,3072,128
collect_SC,596,70,32212254,22548577,24,3072,128
spill_SC,3678,70,32212254,22548577,24,3072,128
merge_SC,2089,70,32212254,22548577,24,3072,128
read_SC,1420,70,32212254,22548577,24,3072,128
collect_SC,680,70,32212254,22548577,24,3072,128
spill_SC,3702,70,32212254,22548577,24,3072,128
merge_SC,2110,70,32212254,22548577,24,3072,128
read_SC,1355,70,32212254,22548577,24,3072,128
collect_SC,591,70,32212254,22548577,24,3072,128
spill_SC,3808,70,32212254,22548577,24,3072,128
merge_SC,2214,70,32212254,22548577,24,3072,128
read_SC,1360,70,32212254,22548577,24,3072,128
collect_SC,578,70,32212254,22548577,24,3072,128
spill_SC,3785,70,32212254,22548577,24,3072,128
merge_SC,2149,70,32212254,22548577,24,3072,128
read_SC,1405,70,32212254,22548577,24,3072,128
collect_SC,518,70,32212254,22548577,24,3072,128
spill_SC,3768,70,32212254,22548577,24,3072,128
merge_SC,2386,70,32212254,22548577,24,3072,128
read_SC,1474,70,32212254,22548577,24,3072,128
collect_SC,590,70,32212254,22548577,24,3072,128
spill_SC,3948,70,32212254,22548577,24,3072,128
merge_SC,2113,70,32212254,22548577,24,3072,128
write_SC,2855,70,32212254,22548577,24,3072,128
shuffle_SC,7052,70,32212254,22548577,24,3072,128
write_SC,3254,70,32212254,22548577,24,3072,128
shuffle_SC,5391,70,32212254,22548577,24,3072,128
write_SC,2140,70,32212254,22548577,24,3072,128
shuffle_SC,5840,70,32212254,22548577,24,3072,128
read_SC,1332,70,32212254,22548577,24,3072,128
collect_SC,466,70,32212254,22548577,24,3072,128
spill_SC,3638,70,32212254,22548577,24,3072,128
merge_SC,2105,70,32212254,22548577,24,3072,128
read_SC,1392,70,32212254,22548577,24,3072,128
collect_SC,393,70,32212254,22548577,24,3072,128
spill_SC,4405,70,32212254,22548577,24,3072,128
merge_SC,2101,70,32212254,22548577,24,3072,128
read_SC,1563,80,32212254,25769803,24,3072,128
collect_SC,3318,80,32212254,25769803,24,3072,128
spill_SC,4385,80,32212254,25769803,24,3072,128
merge_SC,2433,80,32212254,25769803,24,3072,128
read_SC,1425,80,32212254,25769803,24,3072,128
collect_SC,3540,80,32212254,25769803,24,3072,128
spill_SC,4482,80,32212254,25769803,24,3072,128
merge_SC,2692,80,32212254,25769803,24,3072,128
read_SC,1342,80,32212254,25769803,24,3072,128
collect_SC,3573,80,32212254,25769803,24,3072,128
spill_SC,4745,80,32212254,25769803,24,3072,128
merge_SC,5646,80,32212254,25769803,24,3072,128
read_SC,1286,80,32212254,25769803,24,3072,128
collect_SC,3130,80,32212254,25769803,24,3072,128
spill_SC,4114,80,32212254,25769803,24,3072,128
merge_SC,2411,80,32212254,25769803,24,3072,128
write_SC,2688,80,32212254,25769803,24,3072,128
shuffle_SC,7075,80,32212254,25769803,24,3072,128
write_SC,2360,80,32212254,25769803,24,3072,128
shuffle_SC,7280,80,32212254,25769803,24,3072,128
read_SC,1437,80,32212254,25769803,24,3072,128
collect_SC,3256,80,32212254,25769803,24,3072,128
spill_SC,4359,80,32212254,25769803,24,3072,128
merge_SC,2401,80,32212254,25769803,24,3072,128
read_SC,1355,80,32212254,25769803,24,3072,128
collect_SC,3219,80,32212254,25769803,24,3072,128
spill_SC,4295,80,32212254,25769803,24,3072,128
merge_SC,2372,80,32212254,25769803,24,3072,128
read_SC,1302,80,32212254,25769803,24,3072,128
collect_SC,3174,80,32212254,25769803,24,3072,128
spill_SC,4257,80,32212254,25769803,24,3072,128
merge_SC,2356,80,32212254,25769803,24,3072,128
read_SC,1407,80,32212254,25769803,24,3072,128
collect_SC,3242,80,32212254,25769803,24,3072,128
spill_SC,4227,80,32212254,25769803,24,3072,128
merge_SC,2381,80,32212254,25769803,24,3072,128
read_SC,1334,80,32212254,25769803,24,3072,128
collect_SC,3169,80,32212254,25769803,24,3072,128
spill_SC,4154,80,32212254,25769803,24,3072,128
merge_SC,2314,80,32212254,25769803,24,3072,128
write_SC,2396,80,32212254,25769803,24,3072,128
shuffle_SC,7976,80,32212254,25769803,24,3072,128
read_SC,1318,80,32212254,25769803,24,3072,128
collect_SC,3296,80,32212254,25769803,24,3072,128
spill_SC,4271,80,32212254,25769803,24,3072,128
merge_SC,2335,80,32212254,25769803,24,3072,128
read_SC,1266,80,32212254,25769803,24,3072,128
collect_SC,3250,80,32212254,25769803,24,3072,128
spill_SC,4242,80,32212254,25769803,24,3072,128
merge_SC,2349,80,32212254,25769803,24,3072,128
read_SC,1052,80,32212254,25769803,24,3072,128
collect_SC,3235,80,32212254,25769803,24,3072,128
spill_SC,4391,80,32212254,25769803,24,3072,128
merge_SC,2404,80,32212254,25769803,24,3072,128
read_SC,1307,80,32212254,25769803,24,3072,128
collect_SC,3196,80,32212254,25769803,24,3072,128
spill_SC,4215,80,32212254,25769803,24,3072,128
merge_SC,2379,80,32212254,25769803,24,3072,128
read_SC,1362,80,32212254,25769803,24,3072,128
collect_SC,3351,80,32212254,25769803,24,3072,128
spill_SC,4321,80,32212254,25769803,24,3072,128
merge_SC,2397,80,32212254,25769803,24,3072,128
read_SC,1425,80,32212254,25769803,24,3072,128
collect_SC,3702,80,32212254,25769803,24,3072,128
spill_SC,4855,80,32212254,25769803,24,3072,128
merge_SC,5834,80,32212254,25769803,24,3072,128
read_SC,1373,80,32212254,25769803,24,3072,128
collect_SC,3288,80,32212254,25769803,24,3072,128
spill_SC,4296,80,32212254,25769803,24,3072,128
merge_SC,2398,80,32212254,25769803,24,3072,128
read_SC,1298,80,32212254,25769803,24,3072,128
collect_SC,3177,80,32212254,25769803,24,3072,128
spill_SC,4179,80,32212254,25769803,24,3072,128
merge_SC,2367,80,32212254,25769803,24,3072,128
write_SC,2952,80,32212254,25769803,24,3072,128
shuffle_SC,5976,80,32212254,25769803,24,3072,128
write_SC,3025,80,32212254,25769803,24,3072,128
shuffle_SC,6032,80,32212254,25769803,24,3072,128
read_SC,1311,80,32212254,25769803,24,3072,128
collect_SC,3517,80,32212254,25769803,24,3072,128
spill_SC,4570,80,32212254,25769803,24,3072,128
merge_SC,2378,80,32212254,25769803,24,3072,128
read_SC,1413,80,32212254,25769803,24,3072,128
collect_SC,3512,80,32212254,25769803,24,3072,128
spill_SC,4631,80,32212254,25769803,24,3072,128
merge_SC,2405,80,32212254,25769803,24,3072,128
read_SC,1380,80,32212254,25769803,24,3072,128
collect_SC,3908,80,32212254,25769803,24,3072,128
spill_SC,4883,80,32212254,25769803,24,3072,128
merge_SC,2350,80,32212254,25769803,24,3072,128
read_SC,1298,80,32212254,25769803,24,3072,128
collect_SC,3239,80,32212254,25769803,24,3072,128
spill_SC,4187,80,32212254,25769803,24,3072,128
merge_SC,2347,80,32212254,25769803,24,3072,128
write_SC,4363,80,32212254,25769803,24,3072,128
shuffle_SC,7028,80,32212254,25769803,24,3072,128
write_SC,2677,80,32212254,25769803,24,3072,128
shuffle_SC,6949,80,32212254,25769803,24,3072,128
write_SC,2346,80,32212254,25769803,24,3072,128
shuffle_SC,82667,80,32212254,25769803,24,3072,128
read_SC,1404,80,32212254,25769803,24,3072,128
collect_SC,4209,80,32212254,25769803,24,3072,128
spill_SC,5219,80,32212254,25769803,24,3072,128
merge_SC,2348,80,32212254,25769803,24,3072,128
read_SC,1331,80,32212254,25769803,24,3072,128
collect_SC,5376,80,32212254,25769803,24,3072,128
spill_SC,6341,80,32212254,25769803,24,3072,128
merge_SC,2372,80,32212254,25769803,24,3072,128
read_SC,1356,80,32212254,25769803,24,3072,128
collect_SC,3669,80,32212254,25769803,24,3072,128
spill_SC,4633,80,32212254,25769803,24,3072,128
merge_SC,2345,80,32212254,25769803,24,3072,128
read_SC,1381,90,32212254,28991028,24,3072,128
collect_SC,3166,90,32212254,28991028,24,3072,128
spill_SC,4591,90,32212254,28991028,24,3072,128
merge_SC,2653,90,32212254,28991028,24,3072,128
read_SC,1331,90,32212254,28991028,24,3072,128
collect_SC,3263,90,32212254,28991028,24,3072,128
spill_SC,4683,90,32212254,28991028,24,3072,128
merge_SC,2652,90,32212254,28991028,24,3072,128
write_SC,3587,90,32212254,28991028,24,3072,128
shuffle_SC,7009,90,32212254,28991028,24,3072,128
read_SC,1318,90,32212254,28991028,24,3072,128
collect_SC,3208,90,32212254,28991028,24,3072,128
spill_SC,4903,90,32212254,28991028,24,3072,128
merge_SC,2696,90,32212254,28991028,24,3072,128
write_SC,2817,90,32212254,28991028,24,3072,128
shuffle_SC,6780,90,32212254,28991028,24,3072,128
write_SC,2836,90,32212254,28991028,24,3072,128
shuffle_SC,6795,90,32212254,28991028,24,3072,128
read_SC,1415,90,32212254,28991028,24,3072,128
collect_SC,3376,90,32212254,28991028,24,3072,128
spill_SC,5734,90,32212254,28991028,24,3072,128
merge_SC,2664,90,32212254,28991028,24,3072,128
read_SC,1413,90,32212254,28991028,24,3072,128
collect_SC,3451,90,32212254,28991028,24,3072,128
spill_SC,4912,90,32212254,28991028,24,3072,128
merge_SC,2681,90,32212254,28991028,24,3072,128
read_SC,1539,90,32212254,28991028,24,3072,128
collect_SC,3230,90,32212254,28991028,24,3072,128
spill_SC,4705,90,32212254,28991028,24,3072,128
merge_SC,2659,90,32212254,28991028,24,3072,128
read_SC,1435,90,32212254,28991028,24,3072,128
collect_SC,3350,90,32212254,28991028,24,3072,128
spill_SC,4721,90,32212254,28991028,24,3072,128
merge_SC,2681,90,32212254,28991028,24,3072,128
read_SC,1444,90,32212254,28991028,24,3072,128
collect_SC,3385,90,32212254,28991028,24,3072,128
spill_SC,4976,90,32212254,28991028,24,3072,128
merge_SC,2677,90,32212254,28991028,24,3072,128
read_SC,990,90,32212254,28991028,24,3072,128
collect_SC,3433,90,32212254,28991028,24,3072,128
spill_SC,5176,90,32212254,28991028,24,3072,128
merge_SC,2670,90,32212254,28991028,24,3072,128
read_SC,1319,90,32212254,28991028,24,3072,128
collect_SC,3153,90,32212254,28991028,24,3072,128
spill_SC,4672,90,32212254,28991028,24,3072,128
merge_SC,2669,90,32212254,28991028,24,3072,128
read_SC,1064,90,32212254,28991028,24,3072,128
collect_SC,3379,90,32212254,28991028,24,3072,128
spill_SC,4873,90,32212254,28991028,24,3072,128
merge_SC,2647,90,32212254,28991028,24,3072,128
read_SC,1310,90,32212254,28991028,24,3072,128
collect_SC,3228,90,32212254,28991028,24,3072,128
spill_SC,4653,90,32212254,28991028,24,3072,128
merge_SC,2663,90,32212254,28991028,24,3072,128
read_SC,1370,90,32212254,28991028,24,3072,128
collect_SC,3362,90,32212254,28991028,24,3072,128
spill_SC,4970,90,32212254,28991028,24,3072,128
merge_SC,2677,90,32212254,28991028,24,3072,128
read_SC,1314,90,32212254,28991028,24,3072,128
collect_SC,3316,90,32212254,28991028,24,3072,128
spill_SC,4779,90,32212254,28991028,24,3072,128
merge_SC,2647,90,32212254,28991028,24,3072,128
write_SC,2616,90,32212254,28991028,24,3072,128
shuffle_SC,7772,90,32212254,28991028,24,3072,128
read_SC,1318,90,32212254,28991028,24,3072,128
collect_SC,3257,90,32212254,28991028,24,3072,128
spill_SC,4919,90,32212254,28991028,24,3072,128
merge_SC,2649,90,32212254,28991028,24,3072,128
write_SC,2935,90,32212254,28991028,24,3072,128
shuffle_SC,9408,90,32212254,28991028,24,3072,128
write_SC,2908,90,32212254,28991028,24,3072,128
shuffle_SC,7744,90,32212254,28991028,24,3072,128
read_SC,1427,90,32212254,28991028,24,3072,128
collect_SC,3235,90,32212254,28991028,24,3072,128
spill_SC,4757,90,32212254,28991028,24,3072,128
merge_SC,2670,90,32212254,28991028,24,3072,128
read_SC,1344,90,32212254,28991028,24,3072,128
collect_SC,3320,90,32212254,28991028,24,3072,128
spill_SC,4888,90,32212254,28991028,24,3072,128
merge_SC,2700,90,32212254,28991028,24,3072,128
write_SC,2818,90,32212254,28991028,24,3072,128
shuffle_SC,6949,90,32212254,28991028,24,3072,128
read_SC,1446,90,32212254,28991028,24,3072,128
collect_SC,3187,90,32212254,28991028,24,3072,128
spill_SC,4658,90,32212254,28991028,24,3072,128
merge_SC,2675,90,32212254,28991028,24,3072,128
read_SC,1432,90,32212254,28991028,24,3072,128
collect_SC,3598,90,32212254,28991028,24,3072,128
spill_SC,5181,90,32212254,28991028,24,3072,128
merge_SC,2700,90,32212254,28991028,24,3072,128
read_SC,1441,90,32212254,28991028,24,3072,128
collect_SC,3207,90,32212254,28991028,24,3072,128
spill_SC,4738,90,32212254,28991028,24,3072,128
merge_SC,2716,90,32212254,28991028,24,3072,128
read_SC,1365,90,32212254,28991028,24,3072,128
collect_SC,3239,90,32212254,28991028,24,3072,128
spill_SC,4675,90,32212254,28991028,24,3072,128
merge_SC,2669,90,32212254,28991028,24,3072,128
write_SC,2813,90,32212254,28991028,24,3072,128
shuffle_SC,86691,90,32212254,28991028,24,3072,128
read_SC,1049,90,32212254,28991028,24,3072,128
collect_SC,3228,90,32212254,28991028,24,3072,128
spill_SC,4868,90,32212254,28991028,24,3072,128
merge_SC,2655,90,32212254,28991028,24,3072,128
read_SC,1031,90,32212254,28991028,24,3072,128
collect_SC,3349,90,32212254,28991028,24,3072,128
spill_SC,4756,90,32212254,28991028,24,3072,128
merge_SC,2692,90,32212254,28991028,24,3072,128
read_SC,1337,90,32212254,28991028,24,3072,128
collect_SC,3349,90,32212254,28991028,24,3072,128
spill_SC,4912,90,32212254,28991028,24,3072,128
merge_SC,2732,90,32212254,28991028,24,3072,128
read_SC,1458,100,32212254,32212254,24,3072,128
collect_SC,3304,100,32212254,32212254,24,3072,128
spill_SC,5223,100,32212254,32212254,24,3072,128
merge_SC,5396,100,32212254,32212254,24,3072,128
read_SC,1418,100,32212254,32212254,24,3072,128
collect_SC,3380,100,32212254,32212254,24,3072,128
spill_SC,5340,100,32212254,32212254,24,3072,128
merge_SC,3001,100,32212254,32212254,24,3072,128
read_SC,1393,100,32212254,32212254,24,3072,128
collect_SC,3433,100,32212254,32212254,24,3072,128
spill_SC,5413,100,32212254,32212254,24,3072,128
merge_SC,3535,100,32212254,32212254,24,3072,128
read_SC,1385,100,32212254,32212254,24,3072,128
collect_SC,3386,100,32212254,32212254,24,3072,128
spill_SC,5338,100,32212254,32212254,24,3072,128
merge_SC,2953,100,32212254,32212254,24,3072,128
read_SC,1463,100,32212254,32212254,24,3072,128
collect_SC,3438,100,32212254,32212254,24,3072,128
spill_SC,5568,100,32212254,32212254,24,3072,128
merge_SC,3031,100,32212254,32212254,24,3072,128
write_SC,3296,100,32212254,32212254,24,3072,128
shuffle_SC,10360,100,32212254,32212254,24,3072,128
write_SC,3235,100,32212254,32212254,24,3072,128
shuffle_SC,9403,100,32212254,32212254,24,3072,128
write_SC,3458,100,32212254,32212254,24,3072,128
shuffle_SC,7560,100,32212254,32212254,24,3072,128
read_SC,1312,100,32212254,32212254,24,3072,128
collect_SC,3286,100,32212254,32212254,24,3072,128
spill_SC,5263,100,32212254,32212254,24,3072,128
merge_SC,2958,100,32212254,32212254,24,3072,128
read_SC,1359,100,32212254,32212254,24,3072,128
collect_SC,3299,100,32212254,32212254,24,3072,128
spill_SC,5315,100,32212254,32212254,24,3072,128
merge_SC,2922,100,32212254,32212254,24,3072,128
read_SC,1386,100,32212254,32212254,24,3072,128
collect_SC,3328,100,32212254,32212254,24,3072,128
spill_SC,5251,100,32212254,32212254,24,3072,128
merge_SC,2961,100,32212254,32212254,24,3072,128
read_SC,1325,100,32212254,32212254,24,3072,128
collect_SC,3254,100,32212254,32212254,24,3072,128
spill_SC,5188,100,32212254,32212254,24,3072,128
merge_SC,3008,100,32212254,32212254,24,3072,128
read_SC,1338,100,32212254,32212254,24,3072,128
collect_SC,3450,100,32212254,32212254,24,3072,128
spill_SC,5425,100,32212254,32212254,24,3072,128
merge_SC,4476,100,32212254,32212254,24,3072,128
write_SC,3499,100,32212254,32212254,24,3072,128
shuffle_SC,97769,100,32212254,32212254,24,3072,128
read_SC,1439,100,32212254,32212254,24,3072,128
collect_SC,3241,100,32212254,32212254,24,3072,128
spill_SC,5128,100,32212254,32212254,24,3072,128
merge_SC,6111,100,32212254,32212254,24,3072,128
read_SC,1421,100,32212254,32212254,24,3072,128
collect_SC,3258,100,32212254,32212254,24,3072,128
spill_SC,5294,100,32212254,32212254,24,3072,128
merge_SC,5299,100,32212254,32212254,24,3072,128
read_SC,1475,100,32212254,32212254,24,3072,128
collect_SC,3329,100,32212254,32212254,24,3072,128
spill_SC,5350,100,32212254,32212254,24,3072,128
merge_SC,3009,100,32212254,32212254,24,3072,128
read_SC,1340,100,32212254,32212254,24,3072,128
collect_SC,3313,100,32212254,32212254,24,3072,128
spill_SC,5329,100,32212254,32212254,24,3072,128
merge_SC,2951,100,32212254,32212254,24,3072,128
read_SC,1393,100,32212254,32212254,24,3072,128
collect_SC,3493,100,32212254,32212254,24,3072,128
spill_SC,5438,100,32212254,32212254,24,3072,128
merge_SC,2863,100,32212254,32212254,24,3072,128
read_SC,1491,100,32212254,32212254,24,3072,128
collect_SC,3297,100,32212254,32212254,24,3072,128
spill_SC,5269,100,32212254,32212254,24,3072,128
merge_SC,3015,100,32212254,32212254,24,3072,128
read_SC,1430,100,32212254,32212254,24,3072,128
collect_SC,3393,100,32212254,32212254,24,3072,128
spill_SC,5323,100,32212254,32212254,24,3072,128
merge_SC,2971,100,32212254,32212254,24,3072,128
write_SC,5429,100,32212254,32212254,24,3072,128
shuffle_SC,7430,100,32212254,32212254,24,3072,128
write_SC,5840,100,32212254,32212254,24,3072,128
shuffle_SC,7495,100,32212254,32212254,24,3072,128
write_SC,3561,100,32212254,32212254,24,3072,128
shuffle_SC,7688,100,32212254,32212254,24,3072,128
write_SC,3222,100,32212254,32212254,24,3072,128
shuffle_SC,7382,100,32212254,32212254,24,3072,128
read_SC,1323,100,32212254,32212254,24,3072,128
collect_SC,3284,100,32212254,32212254,24,3072,128
spill_SC,5246,100,32212254,32212254,24,3072,128
merge_SC,2948,100,32212254,32212254,24,3072,128
read_SC,1395,100,32212254,32212254,24,3072,128
collect_SC,3186,100,32212254,32212254,24,3072,128
spill_SC,5165,100,32212254,32212254,24,3072,128
merge_SC,2933,100,32212254,32212254,24,3072,128
read_SC,1262,100,32212254,32212254,24,3072,128
collect_SC,3263,100,32212254,32212254,24,3072,128
spill_SC,5268,100,32212254,32212254,24,3072,128
merge_SC,2942,100,32212254,32212254,24,3072,128
read_SC,1288,100,32212254,32212254,24,3072,128
collect_SC,3397,100,32212254,32212254,24,3072,128
spill_SC,5375,100,32212254,32212254,24,3072,128
merge_SC,2969,100,32212254,32212254,24,3072,128
read_SC,1280,100,32212254,32212254,24,3072,128
collect_SC,3341,100,32212254,32212254,24,3072,128
spill_SC,5261,100,32212254,32212254,24,3072,128
merge_SC,4615,100,32212254,32212254,24,3072,128
read_SC,1410,100,32212254,32212254,24,3072,128
collect_SC,3274,100,32212254,32212254,24,3072,128
spill_SC,5120,100,32212254,32212254,24,3072,128
merge_SC,6302,100,32212254,32212254,24,3072,128
read_SC,1393,100,32212254,32212254,24,3072,128
collect_SC,3226,100,32212254,32212254,24,3072,128
spill_SC,6062,100,32212254,32212254,24,3072,128
merge_SC,4466,100,32212254,32212254,24,3072,128
read_SC,1370,10,42949672,4294967,32,4096,128
collect_SC,75,10,42949672,4294967,32,4096,128
spill_SC,514,10,42949672,4294967,32,4096,128
merge_SC,9,10,42949672,4294967,32,4096,128
read_SC,1344,10,42949672,4294967,32,4096,128
collect_SC,64,10,42949672,4294967,32,4096,128
spill_SC,514,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1295,10,42949672,4294967,32,4096,128
collect_SC,84,10,42949672,4294967,32,4096,128
spill_SC,506,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1382,10,42949672,4294967,32,4096,128
collect_SC,94,10,42949672,4294967,32,4096,128
spill_SC,492,10,42949672,4294967,32,4096,128
merge_SC,9,10,42949672,4294967,32,4096,128
read_SC,1399,10,42949672,4294967,32,4096,128
collect_SC,89,10,42949672,4294967,32,4096,128
spill_SC,499,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
write_SC,572,10,42949672,4294967,32,4096,128
shuffle_SC,53080,10,42949672,4294967,32,4096,128
read_SC,1274,10,42949672,4294967,32,4096,128
collect_SC,72,10,42949672,4294967,32,4096,128
spill_SC,538,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1350,10,42949672,4294967,32,4096,128
collect_SC,76,10,42949672,4294967,32,4096,128
spill_SC,508,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1308,10,42949672,4294967,32,4096,128
collect_SC,65,10,42949672,4294967,32,4096,128
spill_SC,504,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1303,10,42949672,4294967,32,4096,128
collect_SC,77,10,42949672,4294967,32,4096,128
spill_SC,524,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1302,10,42949672,4294967,32,4096,128
collect_SC,74,10,42949672,4294967,32,4096,128
spill_SC,512,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1323,10,42949672,4294967,32,4096,128
collect_SC,67,10,42949672,4294967,32,4096,128
spill_SC,526,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
write_SC,545,10,42949672,4294967,32,4096,128
shuffle_SC,1453,10,42949672,4294967,32,4096,128
read_SC,1402,10,42949672,4294967,32,4096,128
collect_SC,121,10,42949672,4294967,32,4096,128
spill_SC,533,10,42949672,4294967,32,4096,128
merge_SC,17,10,42949672,4294967,32,4096,128
write_SC,548,10,42949672,4294967,32,4096,128
shuffle_SC,1439,10,42949672,4294967,32,4096,128
read_SC,1425,10,42949672,4294967,32,4096,128
collect_SC,96,10,42949672,4294967,32,4096,128
spill_SC,530,10,42949672,4294967,32,4096,128
merge_SC,17,10,42949672,4294967,32,4096,128
write_SC,737,10,42949672,4294967,32,4096,128
shuffle_SC,1415,10,42949672,4294967,32,4096,128
read_SC,1448,10,42949672,4294967,32,4096,128
collect_SC,75,10,42949672,4294967,32,4096,128
spill_SC,522,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
write_SC,527,10,42949672,4294967,32,4096,128
shuffle_SC,1434,10,42949672,4294967,32,4096,128
read_SC,1333,10,42949672,4294967,32,4096,128
collect_SC,80,10,42949672,4294967,32,4096,128
spill_SC,514,10,42949672,4294967,32,4096,128
merge_SC,9,10,42949672,4294967,32,4096,128
read_SC,1346,10,42949672,4294967,32,4096,128
collect_SC,94,10,42949672,4294967,32,4096,128
spill_SC,527,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1369,10,42949672,4294967,32,4096,128
collect_SC,71,10,42949672,4294967,32,4096,128
spill_SC,494,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1387,10,42949672,4294967,32,4096,128
collect_SC,97,10,42949672,4294967,32,4096,128
spill_SC,515,10,42949672,4294967,32,4096,128
merge_SC,9,10,42949672,4294967,32,4096,128
read_SC,1361,10,42949672,4294967,32,4096,128
collect_SC,83,10,42949672,4294967,32,4096,128
spill_SC,505,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1338,10,42949672,4294967,32,4096,128
collect_SC,62,10,42949672,4294967,32,4096,128
spill_SC,528,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1285,10,42949672,4294967,32,4096,128
collect_SC,71,10,42949672,4294967,32,4096,128
spill_SC,496,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1254,10,42949672,4294967,32,4096,128
collect_SC,84,10,42949672,4294967,32,4096,128
spill_SC,528,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1388,10,42949672,4294967,32,4096,128
collect_SC,73,10,42949672,4294967,32,4096,128
spill_SC,519,10,42949672,4294967,32,4096,128
merge_SC,9,10,42949672,4294967,32,4096,128
read_SC,1325,10,42949672,4294967,32,4096,128
collect_SC,84,10,42949672,4294967,32,4096,128
spill_SC,553,10,42949672,4294967,32,4096,128
merge_SC,8,10,42949672,4294967,32,4096,128
read_SC,1351,10,42949672,4294967,32,4096,128
